rg_id,rg_title,imdb_id,primary_type
17783d70-23fd-34cd-af43-38fbcc2c040a,The Business (Music from the Motion Picture),tt0429715,Album
ab877126-1193-35e4-bb5d-3feb7e39d08c,North by Northwest,tt0053125,Album
e8705314-15d6-384c-8533-6d748cecd01f,Musikken fra Izzat,tt0469443,Album
564d232f-c572-32ff-99a6-0d7dabe6141b,Grey’s Anatomy: Original Soundtrack,tt0413573,Album
705ddd72-1ef3-35df-9204-b3131fda3089,National Lampoon's Senior Trip,tt0113936,Album
cff0c44e-8685-33bb-a22f-6255ba6601dc,The Land Before Time: Original Motion Picture Soundtrack,tt0095489,Album
850b7641-5d2c-3914-8f25-9758c2d1bc34,The Missouri Breaks,tt0074906,Album
8e3c498d-39c1-3d7e-a53b-92bea832094c,Monsignor / The Missouri Breaks,tt0074906,Album
f38fb0b7-5838-32a7-a6cb-a7df7a46144e,Homeboy,tt0095316,Album
59d0f098-32da-3e3e-8cd1-430e1ee4ba0a,Gladiator / Hoosiers,tt0091217,Album
8bab3e2c-5d79-33bd-8368-d6b7b4d03477,The Last September,tt0180793,Album
05595e07-863e-356c-8c3e-8184ec9ae8ff,Torino Boys,tt0135003,Album
dfd38aa4-b1f9-3834-a51c-8fd6092e4674,Judgment Night,tt0107286,Album
4ecd7c47-fdb2-3223-a701-e08e62dd5add,William Shakespeare's A Midsummer Night's Dream,tt0140379,Album
8ebb38cc-5223-340c-a4a0-658075379d95,Firefly: Original Television Soundtrack,tt0303461,Album
494613db-f88b-3d0e-ae7e-86a3cb2bf4c2,Brownies,tt1053226,Album
3ca7c7ac-d3f3-3d63-ad3a-531edd57febf,Exodus: Original Sound Track From the Film,tt0053804,Album
c1279cbc-d761-3790-a961-33520451168e,Hot Shots! Original Motion Picture Soundtrack,tt0102059,Album
ffdeb5a3-7e85-3d10-ae68-b8ae3687305b,Predator 2: Original Motion Picture Soundtrack,tt0100403,Album
58431437-a42b-3805-a3d7-72dbf962f634,It Runs in the Family,tt0311110,Album
d2c4741b-aad5-3c2c-8e2b-4e765653045a,Mirrormask,tt0366780,Album
e8bd24e1-df67-39ce-ba00-8d7ca1b8e9b5,Sugar Rush,tt0452568,Album
701c1ced-1886-3239-a3bc-03ec58967828,Divina creatura,tt0079058,Album
02f82481-62aa-32c6-ab43-31048b33f2b8,Tim Burton's Corpse Bride,tt0121164,Album
2c2251c1-b111-3c8a-b75b-f62b2f7dd1b2,Prancer Returns,tt0273995,Album
03ae4097-bfb2-3d01-adda-428a836a9b91,Stuck in the Suburbs,tt0410696,Album
a8655c16-82be-39c9-aaff-0e5e85031023,The Mars Underground,tt0437325,Album
59760927-6b87-3598-a10f-7eb9ac246d3a,Pride & Prejudice,tt0414387,Album
181abff6-8b5f-3815-beb7-85d93de980cb,Harley Davidson and the Marlboro Man,tt0102005,Album
75ff9e6c-6f60-3c0c-a47a-157824bf4ec9,Inventing the Abbotts,tt0119381,Album
105279e7-c35b-3e9e-b561-d7095ae12b9c,My Life,tt0107630,Album
086be95e-1a0c-3ab4-a4e8-85de46d0584c,Smilla's Sense of Snow,tt0120152,Album
887986e9-c45e-37d9-bb61-d92552c20568,A Gun for Ringo / The Return of Ringo / Death Rides a Horse,tt0059601,Album
73496a01-6a12-36c6-8f49-46a27f4eb386,Deceiver,tt0119527,Album
bbdc7476-e2b5-3ce9-b188-e1c6f5407e8c,Michael Collins,tt0117039,Album
b1ee0621-dea0-32ce-a9e4-77ee65b15794,Capricorn One,tt0077294,Album
75fffc65-8a28-3a41-ab6f-0862a05ec955,Breakdown,tt0118771,Album
77dca914-bea3-30ba-bd1d-bd1c34acb4a0,Monsieur N.,tt0308595,Album
a2a217c8-4135-3d7d-9aa4-9d820b0363da,Miracle on 34th Street,tt0110527,Album
7d89a380-84b9-3982-8932-69ad9817391f,Screaming Masterpiece,tt0461958,Album
2f1bb6f6-b7f6-314e-a3f0-24cdf2e5b7e6,Laserblast: Original Motion Picture Soundtrack,tt0077834,Album
f0ecca4d-7722-39fc-a59d-ae4ad8cb0ef0,Dark Water,tt0382628,Album
92549d46-d73e-3dc8-9f59-afbac9fe2848,Chicken Little,tt0371606,Album
aff358ab-ada2-3c8f-8b1a-29bc4d67dd55,Brokeback Mountain: Original Motion Picture Soundtrack,tt0388795,Album
4d02cbc7-7922-358c-8187-c231aa097dc0,End of Days,tt0146675,Album
6574845a-8bb0-3bd5-87b4-048b36f41ea1,Grizzly Man,tt0427312,Album
eb7e5173-53ef-3168-a85b-bd61cf64a677,Bram Stoker’s Dracula: Original Motion Picture Soundtrack,tt0103874,Album
19c4cb56-c4a0-30ab-89d3-1ad361593164,The Wicker Man,tt0070917,Album
7df029f8-af41-3f8c-8c45-8cb3905a0c36,Silent Fall,tt0111187,Album
61376d36-fa22-3b87-bcc8-6e783e3290b7,Big Top Pee-wee,tt0094744,Album
48a05b3f-9f06-3d28-983b-1d423742f984,Bir İstanbul Masalı,tt0421297,Album
9b7a53a3-e711-3508-bd75-1201790fb751,Shadowlands: Original Film Soundtrack,tt0108101,Album
8e12c1b1-2990-3188-b372-54f565b684ff,Gun Shy,tt0171356,Album
2b1595d8-136e-3d83-9bd9-296080b30578,Edge of Seventeen,tt0138414,Album
90dae19d-6c55-3f90-8fb4-1c45aca5ee9a,Kalifornia,tt0107302,Album
2245106d-5318-376c-b2f9-f721365cae36,Eight Legged Freaks,tt0271367,Album
0cc5b1f4-6df9-35df-becf-cb7e954eb893,“10”,tt0078721,Album
7e6089ba-737d-3db3-a07c-eaf6846d50a2,Need for Speed: Most Wanted,tt0462448,Album
f987c4e3-7d2f-36c9-bf4b-bffb2c030f37,Crawlspace,tt0090881,Album
12c20b32-9dd6-39f0-9fff-88d98c3ddbde,The Governess,tt0120687,Album
9ca2d727-f104-31f2-900d-bf54b24337c8,Casshern Original Soundtrack [Complete Edition],tt0405821,Album
120bc260-2b06-3941-aaa7-79a763723268,Crusty Demons,tt0445001,Album
ffa69446-4b0f-3ba0-b23f-b6bfc6af819f,The Resurrected,tt0105242,Album
310cd3ff-99c5-337a-a84f-75fda60bd2ff,Beauty and the Beast: The Enchanted Christmas,tt0118692,Album
b984e464-9dfa-35a8-b874-65e4e334de0b,Apology,tt0090653,Album
1c6df29a-f775-31fe-8aa4-12a822d0852f,L'Empire des Loups,tt0402158,Album
d8e4a716-5074-3126-b7bc-6b169480e856,Betaab,tt0254179,Album
f42a3be3-b787-3174-a658-06dc6d63b13d,Dawn of the Dead: Unreleased Soundtrack Music,tt0077402,Album
dea4727e-e78f-30ac-87a9-6ac411974579,Orange County,tt0273923,Album
ed76a5b2-f656-3f8a-86a5-dd533f795892,Rosewood,tt0120036,Album
56873561-bf4c-3c63-9132-2eda6d546c64,Planet of the Apes,tt0063442,Album
4b9c9148-a6d2-365f-905e-e03cacbcbd87,Mr. Deeds: Music From the Motion Picture,tt0280590,Album
e5934786-f19c-3860-8023-123e13ee4dd3,Habana Blues,tt0441297,Album
283b2bd9-259f-3a5f-a416-360e16afd806,The Brothers Karamazov,tt0051435,Album
20d4cd0a-0228-3b23-a91e-a3073796a0e9,The Collector,tt0059043,Album
9c64beb7-7fd2-32a8-88ca-34c5d9f27bec,La cage aux folles / La cage aux folles II,tt0077288,Album
4b0843e3-6e1a-37a5-adc1-06a03dc30749,The Treasure of the Sierra Madre,tt0040897,Album
acfac19a-ac33-3e49-9142-fa9de7aef47c,Uljhan,tt0288273,Album
81eb0084-cdde-37a3-ba91-4ad28e077190,Kevin & Perry Go Large,tt0205177,Album
f1f216b2-0c36-36b5-b1d9-44ff8c2539da,Walk the Line: The Original Motion Picture Soundtrack,tt0358273,Album
6ad0af02-6ce7-378a-b0ff-f1fe2dc9309b,The Sisterhood of the Traveling Pants,tt0403508,Album
554f0c36-b6d1-3b61-9252-628a09444658,Tromeo & Juliet: Original Soundtrack,tt0114733,Album
49ba8956-897f-3476-9de3-68afc5079928,Mame (1974 film cast),tt0071803,Album
600117b9-d5b7-3575-acb2-6fda70b95f41,Hellraiser: Bloodline: Original Soundtrack From the Dimension Film,tt0116514,Album
5d1cdf88-30c3-33f5-b642-7ecca26d062d,Contract on Cherry Street,tt0075876,Album
ff672dbc-ef08-3377-a1fd-381874b4f854,The Exorcism of Emily Rose (Original Motion Picture Soundtrack),tt0404032,Album
74fa3063-3a3d-3c99-8212-0ccd0debe6c0,Training Day,tt0139654,Album
7bd2a475-4760-3d3d-9ef6-3f1359528f33,The Mirror Has Two Faces,tt0117057,Album
59f012db-16e1-387e-8a44-27cddda01b95,5x2 (Cinq fois deux),tt0354356,Album
b49bd920-15d6-384f-9631-2181a44f5b98,The Sweet Smell of Success,tt0051036,Album
7e2a2b69-8d32-336f-8efd-b5aec274ef7e,Lazenca - A Space Rock Opera,tt5001282,Album
01bdcae6-9c1a-34a1-ad50-f99b9680015a,Munich,tt0408306,Album
87404912-b8ce-30b2-a793-92fde37c2779,Lord of War,tt0399295,Album
a807ca88-a37f-3e35-a110-245bb215a7bd,Burnout: Revenge,tt0940856,Album
f81bb87a-f941-3467-8593-0748786096c2,トップをねらえ! 音楽大図鑑,tt0098492,Album
619c77fb-63d0-3eea-98fc-1afa25edbf35,Hearts in Atlantis: Original Motion Picture Soundtrack,tt0252501,Album
40167314-2281-32f4-90b9-aa98a6273cd8,Le Passager de la pluie,tt0064791,Album
1adf3059-648c-37ad-93f7-198af2e96633,Matchstick Men,tt0325805,Album
a15b539e-ad40-3721-b707-21b5432c7292,Il gattopardo,tt0057091,Album
7fb296a9-73ad-39d3-9831-98ad88834797,Beneath the Planet of the Apes,tt0065462,Album
49125193-14ee-367f-921a-d1c59ca62eab,Article 99,tt0101371,Album
8f9fe877-eb7b-34f0-8d44-aa488faad3d8,Images,tt0068732,Album
9481fd5d-9336-3b66-a13f-80f2a742790d,Revengers Tragedy,tt0286921,Album
e7b6cc05-295e-3298-ae3d-1812ee24638e,Aeon Flux: Original Motion Picture Soundtrack,tt0402022,Album
c274ab99-0497-3ed3-abef-1b2d749cb8cf,Evil Dead Trap,tt0167147,
ec85c691-1872-3d83-85ca-9ab15029629b,Pink Flamingos,tt0069089,Album
f81a122a-e5d5-35b8-bfb3-3e3667f431a0,Game of Death / Night Games,tt0077594,Album
ff8f4f79-c96a-34fa-a2fd-cde6d942b1e1,Werner - Gekotzt wird später!,tt0304931,Album
16ae7339-978a-3cd2-b792-1d06ac583ae3,Battle Beyond the Stars: Original Soundtrack,tt0080421,Album
222dd4c0-6385-3146-8df1-76f4a713384f,Sleepers,tt0117665,Album
97c92c2c-fcf9-30b5-af61-4a6dd465e3a3,Light of Day: Music From the Original Motion Picture Soundtrack,tt0093415,Album
d49dff79-c2e2-3c47-b02d-67f5864b01f8,Bas Itna Sa Khwaab Hai,tt0283911,Album
dbe2ed66-15f6-3d50-a1e4-13106bb997d6,Quo Vadis,tt0282108,Album
ed71c396-0b8d-3945-9593-57e8624949b2,Gladiator: Music from the Motion Picture,tt0104346,Album
a78a35b4-dde7-374c-90d0-d43135f37303,Janbaaz / Qurbani,tt0091284,Album
e198aed3-4ebf-3621-8c08-7a22e9681d26,fear dot com,tt0295254,Album
e24b0567-2d20-3618-a135-6388e7431593,Vaah! Life Ho Toh Aisi,tt0475645,Album
9071a6ff-8b78-33c7-8c6e-77654c8c3626,Rang De Basanti,tt0405508,Album
d0b4ec8a-bdf9-3a59-8e05-7f4014bf5343,Safe Sex,tt0220016,Album
ee6af25c-076c-379a-a0c4-e360ffe7ee41,Chaplin,tt0103939,Album
8b64da62-f891-3447-a2a9-6a8547fa9d0c,National Lampoon’s Christmas Vacation,tt0097958,Album
c4e1c677-b838-34c9-8c33-b0d540d2812e,"Good Night, and Good Luck.",tt0433383,Album
fe136aa4-68c4-3e91-b0b3-feac4666d65a,Les Choristes,tt0372824,Album
d72b073f-0285-32a0-8573-69820574105f,Whiteboys: Original Motion Picture Soundtrack,tt0178988,Album
bb311406-f90e-35e5-8c8a-49ff7bb6529b,Memoirs of a Geisha: Original Motion Picture Soundtrack,tt0397535,Album
01cd1f51-ffd9-3447-9fc6-ea56210a95c4,Malcolm X,tt0104797,Album
6478f643-fd1e-34e8-b428-886e845b41ee,Bluffmaster!,tt0476527,Album
0a73a190-fc15-304f-93c2-3b62e525e0ec,The Producers: Original Motion Picture Soundtrack,tt0395251,Album
e1b9ea83-9632-3191-92b6-b482efcce7f8,Star Wreck: In the Pirkinning,tt0472566,Album
ea3bb7b9-9c87-3e36-853d-307e046375c1,Mr. India / Qayamat Se Qayamat Tak,tt0093578,Album
e67fae4d-e845-30a0-9191-db44c4cb4a79,Στίλβη,tt0389172,Album
99b09a9e-436c-39df-b4dd-610db4592ff6,Voyage to the Bottom of the Sea,tt0057798,Album
31b25eb0-ccb7-349a-86a2-a08c79c91457,Twilight's Last Gleaming,tt0076845,Album
bfd0b6a2-97e1-37b1-b618-ade245909e97,The Fly / Return of the Fly / Curse of the Fly,tt0051622,Album
a9071917-fb51-3aa3-b9bd-ac75890ed777,Jarhead (Original Motion Picture Soundtrack),tt0418763,Album
a892c2f3-4c3d-309a-ae49-a44af83296d0,With Honors: Music From the Motion Picture Soundtrack,tt0111732,Album
dc3dff70-d5de-3aea-8b92-c8e193df7bb1,The Center of the World,tt0240402,Album
9b2c67a3-64ad-3c26-bc8e-2d0c4b817253,"NWA: TNA The Music, Vol. 1",tt0326697,Album
6e41a0b1-5fd7-3c75-bf70-2f5697104a26,Cinema,tt0268013,Album
665584a4-619a-3004-af72-0f2b55e8b8ae,MADLAX O.S.T.,tt0465339,Album
5b2f2d10-cee1-30d4-8578-2d9b9b5176fc,Rising Sun,tt0107969,Album
a30b79e1-564b-3efd-abf2-034abb53e826,"City of God: Remixed, Volume 2",tt0317248,Album
e7eec6fe-504e-3d3d-b742-6fff0ba3848f,Paheli,tt0451850,Album
a9fc9f11-ea64-3820-b20d-daec2014888b,D.E.B.S.,tt0367631,Album
0576304d-e9fa-306d-8938-6a56c3213cd1,A Christmas Caper,tt0484439,Album
3ed917f7-6f10-351f-9bfc-998bb2bdd135,ABBA: The Movie,tt0075617,Album
911b3e1c-9abd-3f03-b0dc-67319864c0d2,Bedknobs and Broomsticks,tt0066817,Album
d24352b6-b14c-3ea4-bf59-40a854ddb15b,Kelly's Heroes & The Cincinnati Kid,tt0059037,Album
1995931c-181b-3f82-8e5e-dff31bae176f,The Hitcher,tt0091209,Album
be3e4ee3-e0ed-3353-ad2e-5a0570343780,The Last Castle,tt0272020,Album
28423e88-f7fb-3272-96d6-acd23f85ef89,Imaginary Heroes,tt0373024,Album
67aa0dc8-5911-3990-bdc7-d2fac1fa0ff7,Les Demoiselles de Rochefort (1967 original film cast),tt0062873,Album
f34161d6-fc94-36f3-8215-675bc96c9108,Ghulam,tt0190419,Album
81109734-3892-3e39-b0dc-20170c347165,Warcraft III: The Frozen Throne Soundtrack EP,tt0372023,EP
2f6bd06b-3e92-3aa5-830f-d31651fa34eb,Syriana: Music From the Motion Picture,tt0365737,Album
af6cdd57-9647-319a-b5e6-0da085b4d8d3,The Cave,tt0402901,Album
e55ce9dc-2416-3bc5-87f0-dcac9761e0db,Hoodwinked: Original Motion Picture Soundtrack,tt0443536,Album
42e5ed63-4243-3275-9218-7c4ce8a58b65,Iron Eagle II,tt0095382,Album
c7c3b37a-1c7d-3c6e-afa3-fe631d677634,Zakhm,tt0211126,Album
6fdf3770-4e21-3606-8b74-2a8b7766cffb,Hustle & Flow: Music From and Inspired by the Motion Picture,tt0410097,Album
ac6eb4a3-c5e2-3c99-8c53-ebea80144ee6,L.A. Confidential,tt0119488,Album
0c929093-b0fd-359f-9916-6363759b8180,The Long Riders,tt0081071,Album
3e9660b2-4528-3d03-820e-84eb3d8b68ed,Chalte Chalte,tt0346723,Album
88c9afed-6954-3408-94bf-c207d4cc1940,Crash: Music From and Inspired by the Film,tt0375679,Album
2ff90159-1917-3bd1-aada-1d91b23e786e,Need for Speed: Underground 2,tt0420798,Album
b017083e-1ef2-374c-b202-9f5904f42871,The Lion King 2: Simba’s Pride,tt0120131,Album
12871fa0-a0f9-3120-a150-a7f3f5e54420,"Un uomo chiamato Apocalisse Joe / Lo chiamavano Tresette, giocava sempre col morto",tt0067355,Album
ae02892b-95ba-3ab2-a9cf-87e32b4a24b5,Underworld: Evolution,tt0401855,Album
d65b14cf-b652-3711-8fb7-a33f856d96e8,Why Do Fools Fall in Love: Music From & Inspired by the Motion Picture,tt0123324,Album
691eb736-6cf4-3919-9ce6-8fc0aa8c697c,Reckless Kelly,tt0107930,Album
266a0e16-2bb0-3a58-85b8-8ca5bf8cea77,Little Voice: Music From the Miramax Motion Picture,tt0147004,Album
278512ca-563b-37b8-821e-b62b7ac7bb94,The Cowboys,tt0068421,Album
6850eede-ebc6-36d7-bace-550daccc40a8,Pacific Heights,tt0100318,Album
1d6d6f38-fbeb-3ceb-b579-3f734a071b49,Taxi,tt0316732,Album
c7c596c6-0503-32dd-8149-ee94b23f8785,Weird Science,tt0090305,Album
88d41885-0d5c-3eea-b29c-6b35adbeefcb,The Cure,tt0112757,Album
b7b8f911-3898-3db1-876c-6e7808624e93,Raising Arizona / Blood Simple,tt0086979,Album
9926e95e-f3f8-348a-8a23-e347d7e2aca0,Big Fat Liar,tt0265298,Album
7e8df674-88fb-317e-a0b6-40958d8a0975,やんパパ,tt0366121,Album
dc91dd3a-4cd4-3c72-9bcd-d7e938986cc9,The Russia House,tt0100530,Album
fbfa88f2-a5a3-3bc2-acfa-b7c249fb1f94,The Dreamers,tt0309987,Album
6380a935-dfa7-311e-99c1-c085a23b6acf,Bossa Nova,tt0180837,Album
4fc7cc8c-5b12-310f-bed8-8c4aa6cd44ec,Young Sherlock Holmes,tt0090357,Album
25db6273-22cf-37b7-a732-6e0905b5f0ab,Panther,tt0114084,Album
2b811894-d972-3adb-95b1-bd31828400f1,Goal!,tt0380389,Album
73fba77b-56b0-39d2-b234-ae932066a858,Wallace & Gromit: Curse of the Were-Rabbit,tt0312004,Album
cbf2466b-53d9-3002-81e7-129394d09353,A History of Violence,tt0399146,Album
bf13c6f7-3e37-3bdb-9e1a-e22173ff1297,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0363771,Album
981f983c-a419-3358-b29b-5a6dd9721040,King Kong (Original Motion Picture Soundtrack),tt0360717,Album
71419ae6-a7ef-35d6-bac5-30ecae03c55e,Necronomicon,tt0107664,Album
bd224097-3b94-3571-b632-8e98d4d66d88,Matti,tt0390245,Album
47752128-7f39-3167-b0c1-c24f553db5d2,Liquid Sky,tt0085852,Album
a0a88745-53e8-361d-a547-2010dbc42c88,Viruddh,tt0420304,Album
7cd466c4-fb69-3b08-9b7b-3f7bc49de04b,Roll Bounce,tt0403455,Album
6afe46a7-72b9-32bb-9ffc-090b95962b71,Janji Joni,tt0441641,Album
7e69dffa-1157-3b76-81e3-f373eaa93679,North Country,tt0395972,Album
abb223b9-f62c-3967-802c-07db2a414cea,Mary Poppins,tt0058331,Album
0d59080b-56dc-3acf-81f1-600872ddec6e,Johnson Family Vacation: Music From and Inspired By,tt0359517,Album
caaa7d56-5f0d-309b-8f8a-c51527d4e3d2,102 Dalmatians,tt0211181,Album
4d793317-a1cb-3055-8a42-473198ff4440,The Hired Hand,tt0067204,Album
cf5f35c1-f598-3263-a3d4-244be2a2b403,Terror Firmer,tt0169299,Album
2e27a523-0a93-3621-9a62-0e208e4243b4,The Brothers Grimm,tt0355295,Album
c3d00be8-e0d5-3d9d-ad56-8373fd800f60,House Party 2: Original Motion Picture Soundtrack,tt0102065,Album
52b69a68-9a9e-34ff-a502-5cac665f42e6,Sirens,tt0111201,Album
69ab7ad0-5b40-337a-b482-f724da9c3fa7,Novo,tt0291392,Album
b3b64734-6679-367f-ab17-370df566953c,Spider,tt0278731,Album
08083c65-88d5-3e9c-a482-d03f4c7d05ba,Jet Set,tt0216841,Album
517c5ff4-8f2c-3d9e-b684-b7da9ee2c4b4,Saajan,tt0102825,Album
a59242d1-57fa-34a3-95ba-b4d7bfc61e30,Asoka,tt0249371,Album
aabca080-7880-356c-b74b-ba052d5c8321,Meet Me in St. Louis,tt0037059,Album
65f493da-825e-3c4d-b012-3a4177c7f4ac,FM: The Original Movie Soundtrack,tt0077532,Album
bfc6af44-14c7-3cdf-adbf-34512467abe9,Page 3,tt0443708,Album
7bcb37ed-9f82-304f-a0bb-39e4d9f0047a,Umrao Jaan / Bazaar,tt0083248,Album
bb82e1fe-d34b-3f79-aa9a-6fc876fe4bee,Mangal Pandey: The Rising,tt0346457,Album
1da2f20e-9a31-38ec-aef5-574cfebf56e9,Barsaat: A Sublime Love Story,tt0444767,Album
38015474-e901-3a71-980b-ee04ee11b45a,Shogo: Mobile Armor Division,tt0378759,Album
7e8bdf9f-26c9-3e46-bb06-7a0aa05a3dcd,The Heights: Music From the Television Show,tt0103439,Album
99644eb1-89a6-3485-afd2-6831efc73391,Radio Days: Selections From the Original Soundtrack of the Motion Picture,tt0093818,Album
e154dd4f-df65-3310-a4f5-ece1eaec300e,"Elvis Gratton II: Le disque à écouter avec ta tête, sti!",tt0180668,Album
bb1d957a-690f-3fd0-9174-634862d501a6,Grumpier Old Men: Music From The Motion Picture,tt0113228,Album
e84f6c62-74eb-3e67-a8c9-45f13c38b14e,Deutscher Girls,tt0076240,Single
a004a37e-2d8c-30be-879d-dce03f764665,The Squid and the Whale: Soundtrack to the Motion Picture,tt0367089,Album
b93de957-2c66-3735-b0a8-cf0d2f23a0e3,Refugee,tt0250690,Album
2b3520c6-073f-3f1c-9426-8cf75acd7195,Tyttö sinä olet tähti,tt0471957,Album
0fc51831-ab58-37b6-b304-1d9e5b38d55d,彼氏彼女の事情 ♥ ACT 3.0,tt0202430,Album
7b69af3b-0e0b-31a4-aa47-64bce9e45e60,イースVI オリジナルサウンドトラック,tt0454989,Album
b67377f7-c13e-3162-8cad-474046cc978f,Mujhe Kuch Kehna Hai,tt0284328,Album
3d934e91-d84f-34e1-9794-1be517713bf5,Mujhse Dosti Karoge,tt0272736,Album
e1c344c7-a799-38e6-9d81-6a4f9d3309ec,Kyaa Kool Hai Hum,tt0456500,Album
68407bfd-a63f-3c5f-a51f-3dd6ca32a1ed,Nazar,tt0456558,Album
6ddf13ff-6ae9-3ac8-9777-3747b6927cdc,Dev,tt0364303,Album
e63f37a3-5d26-352d-a4d7-82948fe7cf66,No Entry,tt0451833,Album
e5794a7c-40df-3a4a-b078-4f04d48cb152,ワンダと巨像 大地の咆哮,tt0486673,Album
5d8988b8-c151-3d17-b1ab-e8e217eddfab,...e per tetto un cielo di stelle,tt0062618,Album
8f0e6eb2-368b-333f-a153-fe6635bd3c6b,Groundhog Day,tt0107048,Album
142c5a60-7524-3f18-a041-4ee13e240363,Kuutamolla,tt0307076,Album
7afedeb6-e50b-36b2-a880-c1d3c71bc24e,The Wraith (Original Motion Picture Soundtrack),tt0092240,Album
b41f1bd0-4c5e-3d79-948f-a170d7424f78,Sinfín,tt0442486,Album
2ac6369e-51eb-322b-a2c0-47aab7826547,Joyeux Noël,tt0424205,Album
9bc09170-42d9-3799-9582-b0196f331be4,Lilo & Stitch 2: Island Favorites,tt0457993,Album
61444e4d-6b26-339f-9d79-6658f40dd665,"Macross II Original Soundtrack, Volume 1",tt0113726,Album
f7d8259a-5030-3d50-bb67-3be83a50d4df,Hocus Pocus,tt0107120,Album
8d142803-a08b-3ef1-b627-5f26dc6bd0de,Harley Davidson: The American Motorcycle,tt0277727,Album
88215d64-4589-3409-8a80-7c0d7a8c7e33,Flashback,tt0099581,Album
a6676cc9-6b38-3e1c-938c-66047da80fe2,La Reine Margot,tt0110963,Album
e3f41572-cc87-3214-884a-3ee701409b25,Racing Stripes,tt0376105,Album
575136db-f98c-3a60-a8bb-fee32ed40cae,Cha Cha,tt0078949,Album
0456645e-3464-35ab-85e6-fdc7d0c3bf8c,Jestapa jepulis! Herra Huun ihmeelliset seikkailut,tt0070172,Album
35b0f6c6-203e-3de4-bee8-000f503a94c8,KI･ME･RA オリジナル・サウンドトラック,tt0222113,Album
85a0d2ad-ab97-36a3-8703-092fb6c71edf,ラジアータ ストーリーズ アレンジアルバム,tt0485982,Album
252208ed-4adb-3a25-bf94-aa497877c2cc,Saw II: Original Motion Picture Soundtrack,tt0432348,Album
9e41feb3-41e0-3da6-8afb-6447eb77c1e0,"Berlin, Berlin",tt0312097,Album
e6b427a1-4207-3ce5-bf8a-49ee61850e3f,The Indian Runner,tt0102116,Album
8bb45370-b15d-3450-bc04-fc47fec95a37,Cyclo,tt0112767,Album
50a532a2-398e-372e-9795-37afdf6405a2,Hans Christian Andersen’s Thumbelina,tt0111419,Album
f0f00316-be88-3d12-8351-0ab241788e15,Drugstore Cowboy,tt0097240,Album
faa9be7f-4889-3b07-bbcf-26504305b19a,Stagecoach / The Loner,tt0058822,Album
f0c038f6-fa97-3b5b-8fa1-3623d948b340,Lethal Weapon 3,tt0104714,Album
65581a4d-74a3-3fcf-8d7e-d1fa1f4a7aff,The Chumscrubber,tt0406650,Album
03e61744-a276-30bc-be6a-fffc084d89d9,NY-LON (A Transatlantic Romance),tt0421417,Album
4d0552bc-95c3-3226-ac04-255bb53c40be,Men With Brooms,tt0263734,Album
51d69e8e-db35-3416-ad38-07cc1aa3cffa,Nynne,tt0425314,Album
fad61924-4347-3858-911a-a5bddd742c81,Der Fischer und seine Frau,tt0430097,Album
dc43ef48-8135-365a-b152-fc73f2d021e3,Whatever It Takes,tt0202402,Album
ca8b2ce9-700d-3606-bb75-f13a0962fda9,劇場版 鋼の錬金術師 シャンバラを征く者 オリジナル・サウンドトラック,tt0485323,Album
6badc86a-9b76-3ec9-b536-ff17b7174b1e,Dudes: The Original Motion Picture Soundtrack Album,tt0092933,Album
d8395eb4-6d12-3e82-9e44-60c64ba3f817,ARIA The ANIMATION ORIGINAL SOUNDTRACK,tt0977907,Album
811f98e8-9453-3e9c-af72-48c24697db7a,Squadra antigangsters,tt0079943,Album
70b15dfa-3ccb-3a9e-aec6-7bea0947cfd0,Tristan & Isolde,tt0375154,Album
f83a71aa-14e1-3333-a9cb-3dbcd3521349,Vieraalla maalla,tt0367204,Album
9b2cb2d4-0232-3240-8323-d9309c30df30,All Over Me,tt0118586,Album
8217f2fb-2140-3773-9234-565b292d0a53,Dreamer,tt0418647,Album
68749fc7-ae96-33b9-a6ca-16cc3971a869,Käpt'n Blaubär,tt0215919,Album
d0ae3086-a77b-3d5f-a301-b7d02307471c,Michel Vaillant: Bande originale du film,tt0307156,Album
faeea4d9-36ac-327b-af50-e5de21ccf996,Bon voyage,tt0310778,Album
73479b44-1369-381d-be3c-1f3e474e61cd,Teesri Aankh,tt0779768,Album
3d25a649-4b48-34fa-b08d-ab0121ce66b5,Caddyshack: Music From the Motion Picture Soundtrack,tt0080487,Album
98477b9a-e6bf-3542-af74-b61bd87ce753,Love Me or Leave Me,tt0048317,Album
c89641f5-4fbb-399f-8626-40cf735e277d,Red Sonja / Bloodline,tt0078879,Album
4550be55-b426-33c3-bfba-d0c16e023d79,Der Untergang,tt0363163,Album
d89e5859-a3c0-3a84-acf5-9c4cf39ddaed,People Are Strange,tt0093437,Single
65295482-b2bb-3c5a-ada2-5fc76bd69cfa,But I'm a Cheerleader,tt0179116,Album
2857e2ed-79df-3139-afee-c70180d6a2f8,Mac & Me,tt0095560,Album
eef6cada-1a86-3d09-a7fb-36bab1149894,Nineteen Eighty-Four: The Music of Oceania,tt0087803,Album
fb28b6ca-9c1e-3d8a-bb53-963e9468bc4c,Io non ho paura,tt0326977,Album
4bddf954-8834-31c6-897a-a08747693163,The Last Valley,tt0065969,Album
9b8caeb0-1e0a-3bfd-9946-4de027097ef3,自殺サークル,tt0312843,Album
